Year,Entity,Gas production(m³),Gas consumption(m³),Coal production(Ton),Coal consumption(Ton),Oil production(m³),Oil consumption(m³),Gas production per capita(m³),Gas consumption per capita(m³),Coal production per capita(Ton),Coal consumption per capita(Ton),Oil production per capita(m³),Oil consumption per capita(m³),Population
2005,Antigua and Barbuda,0,0,0,0,0,242300,0,0,0,0,0,2.975,81460
2006,Antigua and Barbuda,0,0,0,0,0,250200,0,0,0,0,0,3.025,82720
2007,Antigua and Barbuda,0,0,0,0,0,261500,0,0,0,0,0,3.112,84030
2008,Antigua and Barbuda,0,0,0,0,0,266800,0,0,0,0,0,3.125,85390
2009,Antigua and Barbuda,0,0,0,0,0,280100,0,0,0,0,0,3.229,86740
2010,Antigua and Barbuda,0,0,0,0,0,270400,0,0,0,0,0,3.072,88030
2011,Antigua and Barbuda,0,0,0,0,0,269700,0,0,0,0,0,3.022,89250
2012,Antigua and Barbuda,0,0,0,0,0,276400,0,0,0,0,0,3.057,90410
2013,Antigua and Barbuda,0,0,0,0,0,277100,0,0,0,0,0,3.028,91510
2014,Antigua and Barbuda,0,0,0,0,0,283300,0,0,0,0,0,3.061,92560
2015,Antigua and Barbuda,0,0,0,0,0,288900,0,0,0,0,0,3.087,93570
2016,Antigua and Barbuda,0,0,0,0,0,293400,0,0,0,0,0,3.104,94520
2017,Antigua and Barbuda,0,0,0,0,0,278700,0,0,0,0,0,2.92,95420
2018,Antigua and Barbuda,0,0,0,0,0,286300,0,0,0,0,0,2.973,96280
2019,Antigua and Barbuda,0,0,0,0,0,287500,0,0,0,0,0,2.961,97120
2020,Antigua and Barbuda,0,0,0,0,0,,0,0,0,0,0,,97930
2021,Antigua and Barbuda,,,,,,,,,,,,,98730
1980,Argentina,7930000000,10170000000,390000,1360000,28510000,30850000,284.3,364.4,0.01398,0.04875,1.022,1.106,27900000
1981,Argentina,9799000000,10250000000,498000,1231000,28800000,29820000,345.8,361.8,0.01757,0.04344,1.016,1.052,28340000
1982,Argentina,11300000000,12910000000,515000,1278000,28510000,28920000,392.4,448.5,0.01789,0.04438,0.9902,1.004,28790000
1983,Argentina,12600000000,12720000000,486000,1176000,28510000,29470000,430.7,434.5,0.01661,0.04019,0.9744,1.007,29260000
1984,Argentina,13990000000,16200000000,509000,947000,27760000,28700000,470.5,544.7,0.01712,0.03185,0.9334,0.9652,29740000
1985,Argentina,14160000000,16370000000,400000,1120000,26710000,25960000,468.6,541.7,0.01324,0.03707,0.884,0.8592,30220000
1986,Argentina,15490000000,17700000000,364000,1442000,25200000,27920000,504.6,576.6,0.01186,0.04697,0.821,0.9095,30700000
1987,Argentina,14920000000,17130000000,373000,1518000,24850000,28130000,478.6,549.4,0.01196,0.04868,0.797,0.902,31180000
1988,Argentina,17900000000,20190000000,512000,1553000,26070000,26940000,565.2,637.6,0.01617,0.04904,0.8233,0.8507,31670000
1989,Argentina,20390000000,22680000000,514000,1602000,26710000,24790000,634.3,705.6,0.01599,0.04983,0.8309,0.7712,32150000
1990,Argentina,17840000000,20290000000,276000,1421000,28050000,23690000,547,622.1,0.008462,0.04356,0.8599,0.7262,32620000
1991,Argentina,19930000000,22110000000,292000,1232000,28160000,24020000,602.6,668.5,0.008827,0.03724,0.8514,0.7262,33080000
1992,Argentina,20090000000,22290000000,202000,1224000,32110000,25160000,599.3,664.9,0.006025,0.03651,0.9578,0.7503,33530000
1993,Argentina,21520000000,23590000000,168000,1122000,34490000,28820000,633.6,694.5,0.004946,0.03303,1.015,0.8485,33970000
1994,Argentina,22270000000,24250000000,347000,1529000,37750000,25900000,647.4,705,0.01009,0.04444,1.097,0.7528,34400000
1995,Argentina,25010000000,26990000000,305000,1387000,41500000,25420000,718.2,775,0.008757,0.03982,1.191,0.7298,34830000
1996,Argentina,26570000000,28610000000,310000,1282000,43900000,27540000,753.9,811.8,0.008795,0.03637,1.246,0.7814,35250000
1997,Argentina,27380000000,28540000000,251000,1230000,48410000,28260000,768,800.5,0.007039,0.0345,1.358,0.7924,35660000
1998,Argentina,29590000000,30510000000,290000,1214000,49170000,30740000,820.6,846.1,0.008042,0.03366,1.363,0.8524,36060000
1999,Argentina,34570000000,32360000000,336000,1279000,46590000,28200000,948.1,887.5,0.009214,0.03507,1.277,0.7734,36470000
2000,Argentina,37410000000,33210000000,259000,1138000,44200000,31900000,1015,900.8,0.007025,0.03087,1.199,0.8653,36870000
2001,Argentina,37140000000,31220000000,186000,922000,46600000,30230000,996.5,837.6,0.00499,0.02474,1.25,0.811,37280000
2002,Argentina,36110000000,30270000000,97000,779000,46410000,27200000,958.4,803.4,0.002574,0.02067,1.232,0.7218,37680000
2003,Argentina,41040000000,34580000000,90000,946000,45480000,29180000,1078,908,0.002363,0.02484,1.194,0.7661,38090000
2004,Argentina,44890000000,37910000000,93000,1116000,42660000,32560000,1166,985,0.002416,0.02899,1.108,0.8458,38490000
2005,Argentina,45640000000,40440000000,96000,1432000,40960000,32710000,1173,1040,0.002468,0.03682,1.053,0.8409,38890000
2006,Argentina,46110000000,41770000000,84000,1378000,40430000,34770000,1173,1063,0.002138,0.03507,1.029,0.8849,39290000
2007,Argentina,44840000000,43930000000,105000,1414000,39410000,36560000,1130,1107,0.002646,0.03563,0.9932,0.9213,39680000
2008,Argentina,44070000000,44420000000,91000,1620000,38400000,39760000,1099,1108,0.00227,0.04042,0.958,0.9921,40080000
2009,Argentina,41370000000,43150000000,76000,1561000,36510000,38210000,1022,1066,0.001877,0.03857,0.902,0.9439,40480000
2010,Argentina,40100000000,43300000000,80500,1504000,35620000,42500000,980.7,1059,0.001968,0.03678,0.8709,1.039,40900000
2011,Argentina,38770000000,46140000000,85000,1620000,33450000,42100000,938.4,1117,0.002057,0.0392,0.8095,1.019,41320000
2012,Argentina,37640000000,46450000000,95000,1721000,32000000,43980000,901.6,1112,0.002275,0.04122,0.7665,1.053,41760000
2013,Argentina,35560000000,46680000000,79000,1755000,31350000,44360000,842.8,1106,0.001872,0.04159,0.7431,1.051,42200000
2014,Argentina,35500000000,47080000000,57000,1679000,30900000,44350000,832.7,1104,0.001337,0.03938,0.7248,1.04,42640000
2015,Argentina,36400000000,47000000000,34000,1586000,30910000,46090000,845.1,1091,0.0007893,0.03682,0.7175,1.07,43080000
2016,Argentina,39270000000,48430000000,23000,1524000,29650000,45110000,902.6,1113,0.0005286,0.03503,0.6814,1.037,43510000
2017,Argentina,40920000000,49060000000,19700,1527000,27830000,43600000,931.3,1117,0.0004484,0.03476,0.6335,0.9922,43940000
2018,Argentina,43150000000,50130000000,23710,1229000,28410000,41740000,972.6,1130,0.0005345,0.0277,0.6405,0.9409,44360000
2019,Argentina,45460000000,49480000000,22000,848400,29470000,39490000,1015,1105,0.0004913,0.01895,0.6581,0.8818,44780000
2020,Argentina,41200000000,,19820,1009000,27870000,26060000,911.6,,0.0004386,0.02233,0.6168,0.5767,45200000
2021,Argentina,,,,,,,,,,,,,45610000
1992,Armenia,0,1860000000,0,141000,0,2520000,0,540.3,0,0.04096,0,0.732,3443000
1993,Armenia,0,1400000000,0,88500,0,1434000,0,416.3,0,0.02632,0,0.4265,3363000
1994,Armenia,0,1600000000,0,36000,0,1041000,0,487.3,0,0.01096,0,0.3171,3284000
1995,Armenia,0,1600000000,0,20500,0,1424000,0,497.3,0,0.006372,0,0.4425,3217000
1996,Armenia,0,1800000000,0,16120,0,1653000,0,568.2,0,0.005089,0,0.5219,3168000
1997,Armenia,0,1300000000,0,11750,0,1729000,0,415,0,0.003749,0,0.5518,3133000
1998,Armenia,0,1400000000,0,7370,0,1868000,0,450.4,0,0.002371,0,0.601,3109000
1999,Armenia,0,1290000000,0,4904,0,257400,0,417.7,0,0.001588,0,0.08331,3089000
2000,Armenia,0,1410000000,0,2438,0,440000,0,459.4,0,0.0007941,0,0.1434,3070000
2001,Armenia,0,1400000000,0,1881,0,432300,0,459,0,0.0006167,0,0.1417,3051000
2002,Armenia,0,1090000000,0,1800,0,411300,0,359.3,0,0.0005933,0,0.1356,3034000
2003,Armenia,0,1320000000,0,2732,0,428300,0,437.4,0,0.0009053,0,0.1419,3018000
2004,Armenia,0,1330000000,0,1587,0,445700,0,443.3,0,0.0005287,0,0.1485,3001000
2005,Armenia,0,1700000000,0,694,0,521100,0,570.3,0,0.0002328,0,0.1748,2981000
2006,Armenia,0,1700000000,0,1119,0,488600,0,574.7,0,0.0003783,0,0.1652,2958000
2007,Armenia,0,2054000000,0,2730,0,527700,0,700.5,0,0.0009309,0,0.1799,2933000
2008,Armenia,0,1930000000,0,2508,0,561600,0,663.9,0,0.0008626,0,0.1932,2908000
2009,Armenia,0,1550000000,0,358,0,493000,0,536.8,0,0.000124,0,0.1707,2888000
2010,Armenia,0,1820000000,0,2324,0,524600,0,632.6,0,0.0008077,0,0.1823,2877000
2011,Armenia,0,2070000000,0,3013,0,494700,0,719.7,0,0.001047,0,0.172,2877000
2012,Armenia,0,2450000000,0,2650,0,506500,0,849.5,0,0.0009188,0,0.1756,2884000
2013,Armenia,0,2410000000,0,1265,0,453500,0,831.8,0,0.0004366,0,0.1565,2898000
2014,Armenia,0,2500000000,0,1041,0,451800,0,858.5,0,0.0003574,0,0.1551,2912000
2015,Armenia,0,2050000000,0,1128,0,477500,0,700.8,0,0.0003855,0,0.1632,2926000
2016,Armenia,0,2216000000,0,1200,0,397400,0,754.8,0,0.0004087,0,0.1353,2936000
2017,Armenia,0,2354000000,0,1638,0,476300,0,799.5,0,0.0005563,0,0.1618,2945000
2018,Armenia,0,2482000000,0,1895,0,468300,0,841,0,0.0006421,0,0.1586,2952000
2019,Armenia,0,2538000000,0,4393,0,635700,0,858,0,0.001485,0,0.2149,2958000
2020,Armenia,0,,0,11900,0,,0,,0,0.004015,0,,2963000
2021,Armenia,,,,,,,,,,,,,2968000
1986,Aruba,0,0,0,0,0,39490,,,,,,,
1987,Aruba,0,0,0,0,0,39490,,,,,,,
1988,Aruba,0,0,0,0,0,146300,,,,,,,
1989,Aruba,0,0,0,0,0,197400,,,,,,,
1990,Aruba,0,0,0,0,0,205700,0,0,0,0,0,3.254,63230
1991,Aruba,0,0,0,0,0,230800,,,,,,,
1992,Aruba,0,0,0,0,0,253900,,,,,,,
1993,Aruba,0,0,0,0,0,261300,,,,,,,
1994,Aruba,0,0,0,0,0,291500,,,,,,,
1995,Aruba,0,0,0,0,0,326300,,,,,,,
1996,Aruba,0,0,0,0,0,216000,,,,,,,
1997,Aruba,0,0,0,0,0,349500,,,,,,,
1998,Aruba,0,0,0,0,0,349500,,,,,,,
1999,Aruba,0,0,0,0,0,349500,,,,,,,
2000,Aruba,0,0,0,0,0,406400,0,0,0,0,0,4.482,90660
2001,Aruba,0,0,0,0,0,421400,0,0,0,0,0,4.586,91880
2002,Aruba,0,0,0,0,0,435800,0,0,0,0,0,4.681,93110
2003,Aruba,0,0,0,0,0,483500,0,0,0,0,0,5.125,94340
2004,Aruba,0,0,0,0,0,501800,0,0,0,0,0,5.25,95570
2005,Aruba,0,0,0,0,0,543100,0,0,0,0,0,5.611,96800
2006,Aruba,0,0,0,0,0,542200,0,0,0,0,0,5.532,98020
2007,Aruba,0,0,0,0,0,559100,0,0,0,0,0,5.633,99250
2008,Aruba,0,0,0,0,0,525600,0,0,0,0,0,5.231,100500
2009,Aruba,0,0,0,0,0,518800,0,0,0,0,0,5.101,101700
2010,Aruba,0,0,0,0,0,467500,0,0,0,0,0,4.542,102900
2011,Aruba,0,0,0,0,0,369200,0,0,0,0,0,3.575,103300
2012,Aruba,0,0,0,0,0,458700,0,0,0,0,0,4.427,103600
2013,Aruba,0,0,0,0,0,441400,0,0,0,0,0,4.246,104000
2014,Aruba,0,0,0,0,0,447100,0,0,0,0,0,4.287,104300
2015,Aruba,0,0,0,0,0,459400,0,0,0,0,0,4.39,104600
2016,Aruba,0,0,0,0,0,452400,0,0,0,0,0,4.31,105000
2017,Aruba,0,0,0,0,0,469900,0,0,0,0,0,4.462,105300
2018,Aruba,0,0,0,0,0,452500,,,,,,,
2019,Aruba,0,0,0,0,0,471800,,,,,,,
2020,Aruba,0,0,0,0,0,,,,,,,,
2021,Aruba,,,,,,,,,,,,,
1980,Australia,8864000000,9119000000,104500000,67360000,22070000,34520000,607.6,625.1,7.164,4.617,1.513,2.366,14590000
1981,Australia,10370000000,10420000000,121000000,68310000,22880000,33910000,701.4,705.3,8.187,4.623,1.548,2.295,14780000
1982,Australia,11410000000,11530000000,126200000,72750000,21490000,35770000,761.9,769.5,8.424,4.857,1.434,2.388,14980000
1983,Australia,11950000000,11700000000,138500000,70170000,24160000,34490000,786.5,769.8,9.116,4.618,1.59,2.27,15190000
1984,Australia,12490000000,12460000000,147700000,70870000,28570000,36880000,809.8,807.9,9.575,4.595,1.852,2.391,15420000
1985,Australia,13110000000,13110000000,160700000,78490000,33390000,37090000,837.1,837.1,10.26,5.011,2.132,2.368,15660000
1986,Australia,14610000000,14610000000,171500000,77740000,30200000,37410000,918,918,10.78,4.884,1.897,2.35,15920000
1987,Australia,15070000000,15070000000,195000000,85030000,31760000,38390000,931,931,12.05,5.255,1.963,2.372,16180000
1988,Australia,15720000000,15720000000,175600000,87960000,31240000,40320000,955.3,955.3,10.67,5.347,1.899,2.451,16450000
1989,Australia,16140000000,16140000000,195500000,95900000,28450000,41980000,965.8,965.8,11.69,5.738,1.702,2.512,16710000
1990,Australia,20480000000,17700000000,205400000,95290000,33390000,42850000,1207,1044,12.11,5.618,1.969,2.527,16960000
1991,Australia,21320000000,16540000000,220600000,98880000,31650000,41850000,1241,962.2,12.83,5.753,1.841,2.434,17190000
1992,Australia,22790000000,17100000000,229200000,101600000,31070000,42370000,1310,982.5,13.17,5.837,1.785,2.435,17400000
1993,Australia,24460000000,17850000000,227100000,99570000,29210000,44190000,1390,1014,12.9,5.657,1.659,2.51,17600000
1994,Australia,26410000000,18730000000,226300000,100300000,31150000,45760000,1484,1052,12.72,5.634,1.75,2.571,17800000
1995,Australia,29260000000,20100000000,242800000,102500000,32620000,47090000,1626,1117,13.49,5.696,1.813,2.617,17990000
1996,Australia,30150000000,20370000000,248200000,109900000,33080000,48280000,1658,1120,13.65,6.042,1.819,2.654,18190000
1997,Australia,29910000000,20330000000,265300000,115400000,34130000,49230000,1627,1106,14.43,6.278,1.856,2.677,18390000
1998,Australia,31060000000,21290000000,288300000,125700000,31590000,49500000,1671,1145,15.51,6.765,1.699,2.663,18590000
1999,Australia,31620000000,21500000000,291800000,127900000,31300000,50800000,1683,1144,15.53,6.809,1.666,2.704,18790000
2000,Australia,32820000000,22570000000,307600000,128100000,41900000,50660000,1728,1188,16.19,6.746,2.206,2.668,18990000
2001,Australia,33570000000,23820000000,330300000,128200000,38150000,50610000,1749,1241,17.21,6.678,1.988,2.637,19190000
2002,Australia,34970000000,26160000000,341900000,130300000,36350000,51820000,1803,1348,17.62,6.714,1.874,2.671,19400000
2003,Australia,34110000000,27470000000,344200000,130800000,29740000,53750000,1738,1400,17.54,6.664,1.516,2.739,19620000
2004,Australia,34280000000,28440000000,353200000,136000000,25320000,54650000,1725,1430,17.77,6.84,1.273,2.749,19880000
2005,Australia,35840000000,28720000000,373600000,138200000,26490000,55780000,1776,1423,18.51,6.847,1.313,2.764,20180000
2006,Australia,37490000000,28860000000,377800000,140800000,25400000,56340000,1826,1406,18.41,6.859,1.237,2.745,20530000
2007,Australia,39570000000,32060000000,394400000,141600000,26050000,57360000,1892,1533,18.85,6.771,1.245,2.742,20920000
2008,Australia,40710000000,32670000000,395900000,140700000,26670000,57740000,1909,1531,18.56,6.596,1.25,2.707,21330000
2009,Australia,42270000000,34320000000,412000000,144600000,26930000,57980000,1943,1578,18.94,6.649,1.238,2.666,21750000
2010,Australia,52660000000,34750000000,441300000,133500000,27790000,60550000,2377,1568,19.92,6.027,1.254,2.733,22150000
2011,Australia,56400000000,35300000000,421400000,128800000,23890000,63610000,2503,1566,18.7,5.715,1.06,2.822,22540000
2012,Australia,54020000000,36590000000,441000000,127800000,23540000,65290000,2359,1597,19.25,5.58,1.028,2.85,22900000
2013,Australia,61730000000,37730000000,468200000,117000000,19430000,66060000,2655,1623,20.13,5.033,0.8355,2.841,23250000
2014,Australia,62650000000,38520000000,497700000,111800000,20520000,65370000,2655,1632,21.09,4.739,0.8696,2.77,23600000
2015,Australia,67210000000,39840000000,520900000,116800000,18720000,65070000,2808,1665,21.77,4.88,0.7821,2.719,23930000
2016,Australia,86900000000,43290000000,508400000,118900000,16830000,64730000,3581,1784,20.96,4.901,0.6935,2.668,24260000
2017,Australia,1.053E+11,45250000000,505700000,114900000,15280000,67600000,4282,1841,20.57,4.672,0.6216,2.75,24580000
2018,Australia,1.225E+11,43970000000,491700000,105600000,16470000,68600000,4919,1766,19.75,4.239,0.6615,2.755,24900000
2019,Australia,1.46E+11,50650000000,511900000,101600000,20950000,68180000,5792,2010,20.31,4.032,0.8311,2.705,25200000
2020,Australia,,,501600000,96990000,20390000,59350000,,,19.67,3.803,0.7998,2.327,25500000
2021,Australia,,,,,,,,,,,,,25790000
1980,Austria,2124000000,5268000000,2865000,6148000,1626000,13480000,279.1,692.2,0.3765,0.8079,0.2137,1.771,7610000
1981,Austria,1444000000,4503000000,3061000,6453000,1452000,13070000,189.9,592.1,0.4025,0.8486,0.1909,1.718,7605000
1982,Austria,1331000000,4361000000,3297000,6111000,1510000,12140000,175.1,573.7,0.4337,0.8039,0.1986,1.596,7602000
1983,Austria,1218000000,4446000000,3041000,6346000,1452000,12020000,160.2,584.8,0.4,0.8347,0.1909,1.581,7603000
1984,Austria,1274000000,4956000000,2928000,7244000,1336000,11730000,167.5,651.5,0.3849,0.9523,0.1756,1.542,7607000
1985,Austria,1161000000,5324000000,3081000,7046000,1278000,11510000,152.5,699.2,0.4046,0.9253,0.1678,1.512,7615000
1986,Austria,1104000000,5154000000,2969000,5939000,1278000,11960000,144.8,675.9,0.3894,0.7789,0.1675,1.569,7625000
1987,Austria,1161000000,5381000000,2786000,6092000,1219000,12140000,152,704.4,0.3647,0.7975,0.1596,1.59,7639000
1988,Austria,1246000000,5126000000,2129000,5527000,1336000,11880000,162.7,669.3,0.278,0.7217,0.1744,1.551,7659000
1989,Austria,1331000000,5522000000,2066000,5624000,1336000,11890000,173.2,718.4,0.2688,0.7317,0.1738,1.547,7687000
1990,Austria,1274000000,6089000000,2448000,6663000,1278000,12590000,165,788.3,0.3169,0.8627,0.1654,1.63,7724000
1991,Austria,1331000000,6457000000,2081000,6853000,1510000,13570000,171.2,830.7,0.2677,0.8817,0.1942,1.746,7773000
1992,Austria,1444000000,6341000000,1771000,4942000,1336000,13290000,184.4,809.7,0.2262,0.6311,0.1706,1.697,7831000
1993,Austria,1501000000,6669000000,1691000,4387000,1260000,13650000,190.2,845,0.2143,0.5559,0.1596,1.729,7892000
1994,Austria,1355000000,6864000000,1369000,4353000,1219000,13540000,170.5,863.7,0.1723,0.5477,0.1534,1.704,7947000
1995,Austria,1482000000,7421000000,1297000,5135000,1330000,13540000,185.5,928.8,0.1623,0.6427,0.1665,1.695,7990000
1996,Austria,1492000000,7972000000,1108000,5415000,1248000,14740000,186.1,994.3,0.1382,0.6754,0.1557,1.838,8018000
1997,Austria,1428000000,7683000000,1130000,5387000,1103000,14730000,177.8,956.4,0.1407,0.6706,0.1374,1.834,8033000
1998,Austria,1568000000,7888000000,1140000,4594000,1191000,15420000,195,981,0.1418,0.5713,0.1481,1.918,8041000
1999,Austria,1740000000,8059000000,1137000,5065000,1045000,14640000,216.1,1001,0.1412,0.6291,0.1298,1.818,8051000
2000,Austria,1805000000,7697000000,1249000,5105000,1103000,14540000,223.7,953.9,0.1548,0.6327,0.1367,1.802,8069000
2001,Austria,1732000000,8151000000,1206000,5560000,1084000,15510000,213.9,1007,0.1489,0.6866,0.1339,1.915,8098000
2002,Austria,1880000000,8243000000,1412000,5402000,1079000,15880000,231.1,1013,0.1736,0.6641,0.1326,1.952,8134000
2003,Austria,2091000000,8913000000,1152000,5965000,1040000,16750000,255.8,1090,0.1409,0.7296,0.1272,2.049,8176000
2004,Austria,1963000000,8807000000,235000,5543000,1050000,17130000,238.9,1072,0.0286,0.6746,0.1278,2.085,8217000
2005,Austria,1728000000,10010000000,0,5319000,976500,17270000,209.4,1213,0,0.6445,0.1183,2.093,8254000
2006,Austria,1919000000,9402000000,0,4990000,972900,17490000,231.6,1135,0,0.6023,0.1174,2.11,8285000
2007,Austria,1950000000,8867000000,0,4370000,972600,16960000,234.6,1067,0,0.5256,0.117,2.04,8314000
2008,Austria,1616000000,9369000000,0,4133000,933900,16490000,193.8,1123,0,0.4955,0.112,1.977,8342000
2009,Austria,1645000000,9021000000,0,3327000,947600,15770000,196.5,1077,0,0.3974,0.1132,1.883,8373000
2010,Austria,1702000000,9897000000,0,3840000,972400,16170000,202.4,1177,0,0.4566,0.1156,1.923,8410000
2011,Austria,1677000000,9341000000,0,3927000,1026000,15300000,198.4,1105,0,0.4645,0.1213,1.809,8454000
2012,Austria,1803000000,8927000000,0,3584000,982300,15020000,212.1,1050,0,0.4215,0.1155,1.767,8502000
2013,Austria,1449000000,8595000000,0,3566000,938300,15290000,169.4,1005,0,0.4168,0.1097,1.787,8556000
2014,Austria,1321000000,7846000000,0,3201000,997100,14900000,153.4,910.7,0,0.3715,0.1157,1.73,8615000
2015,Austria,1263000000,8372000000,0,3742000,957900,15010000,145.5,964.7,0,0.4311,0.1104,1.729,8679000
2016,Austria,1186000000,8743000000,0,3610000,880400,15240000,135.6,999.5,0,0.4127,0.1006,1.742,8747000
2017,Austria,1269000000,9490000000,0,3451000,823600,15290000,143.9,1076,0,0.3912,0.09338,1.734,8820000
2018,Austria,1032000000,8880000000,0,3308000,770500,15600000,116,998.7,0,0.372,0.08666,1.755,8891000
2019,Austria,924600000,9209000000,0,3194000,728100,16190000,103.3,1028,0,0.3566,0.08131,1.807,8955000
2020,Austria,,,0,2920000,628200,13830000,,,0,0.3242,0.06975,1.536,9006000
2021,Austria,,,,,,,,,,,,,9043000
1992,Azerbaijan,7801000000,14800000000,0,27000,12370000,11790000,1044,1981,0,0.003614,1.655,1.578,7472000
1993,Azerbaijan,6801000000,11000000000,0,4000,11610000,11270000,897,1451,0,0.0005276,1.532,1.486,7582000
1994,Azerbaijan,6381000000,9401000000,0,1000,10680000,10800000,830.4,1224,0,0.0001301,1.39,1.406,7684000
1995,Azerbaijan,6570000000,9001000000,0,6000,10170000,10310000,845,1158,0,0.0007717,1.307,1.326,7775000
1996,Azerbaijan,6701000000,9301000000,0,2000,10220000,7706000,853,1184,0,0.0002546,1.301,0.9809,7856000
1997,Azerbaijan,5961000000,9161000000,0,3096,10030000,7503000,752.1,1156,0,0.0003907,1.266,0.9466,7926000
1998,Azerbaijan,5591000000,5591000000,0,4193,13360000,8554000,699.7,699.7,0,0.0005247,1.672,1.071,7990000
1999,Azerbaijan,6001000000,6001000000,0,4453,16030000,8710000,745,745,0,0.0005529,1.99,1.081,8054000
2000,Azerbaijan,5661000000,5661000000,0,4714,16260000,7398000,696.9,696.9,0,0.0005804,2.002,0.9108,8123000
2001,Azerbaijan,5721000000,6721000000,0,2385,17490000,4946000,697.9,819.9,0,0.000291,2.133,0.6033,8197000
2002,Azerbaijan,5151000000,9061000000,0,5658,18020000,4805000,622.3,1095,0,0.0006836,2.177,0.5805,8277000
2003,Azerbaijan,5131000000,9201000000,0,3428,18590000,5438000,613.6,1100,0,0.00041,2.223,0.6504,8361000
2004,Azerbaijan,5011000000,9941000000,0,4487,18080000,6200000,593,1177,0,0.0005311,2.14,0.7338,8449000
2005,Azerbaijan,5821000000,10380000000,0,4828,25130000,6375000,681.7,1216,0,0.0005654,2.943,0.7466,8539000
2006,Azerbaijan,6821000000,11300000000,0,16470,37140000,5904000,790.3,1310,0,0.001908,4.303,0.6842,8630000
2007,Azerbaijan,10160000000,8881000000,0,11890,48900000,5273000,1165,1018,0,0.001362,5.605,0.6044,8724000
2008,Azerbaijan,15320000000,9941000000,0,11200,50500000,5358000,1737,1127,0,0.001269,5.724,0.6074,8822000
